,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
0,0.2747681573441284,0.6510974334379016,0.45295069586450554,0.0791527229972539,0.6074352788639465,0.5091642558680447,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.28933398479445543,0.5464330209097121
1,0.2747681573441284,0.6510974334379016,0.45295069586450554,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.36235458543436677,0.3197578734527497
2,0.4665524311847129,0.6510974334379016,0.4617249833538948,0.511256821226667,0.4956530602298741,0.5091642558680447,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.36235458543436677,0.494123371496567
3,0.46583643656237606,0.5715393459875102,0.458649126115917,0.511256821226667,0.4956530602298741,0.5091642558680447,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.36235458543436677,0.5464330209097121
4,0.4242362426822196,0.3328650836363387,0.4949442415240544,0.511256821226667,0.4956530602298741,0.5091642558680447,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.36235458543436677,0.7207985189535295
5,0.42252756512348477,0.3063457211528746,0.32761760777806515,0.511256821226667,0.4956530602298741,0.5091642558680447,0.29393783851485633,0.5974414142984674,0.23029840944291913,0.16567396188109373,0.0,0.5083957867141894,0.3197578734527497
6,0.6313787897051696,0.3859038086032651,0.5453883002268894,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.29393783851485633,0.5974414142984674,0.23029840944291913,0.16567396188109373,0.0,0.5083957867141894,0.494123371496567
7,0.6262014211546278,0.8367329708221467,0.8726595103477214,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.7820313116234937,0.7921290158426393,0.31410313775319976,0.793899405650392,0.0,0.5083957867141894,0.5464330209097121
8,0.49767357136718815,0.9958491457229277,0.5724558439210936,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.7820313116234937,0.7921290158426393,0.31410313775319976,0.793899405650392,0.0,0.5083957867141894,0.7207985189535295
9,0.48879554714093587,0.545019983504047,0.9999999999999999,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.7820313116234937,0.7921290158426393,0.31410313775319976,0.793899405650392,0.0,0.6544369879940121,0.3197578734527497
10,0.22043990524693394,0.4389425335701924,0.5072476704759654,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.363665477530376,0.489281635662814,0.5049916855710591,0.5146880973084816,0.0,0.6544369879940121,0.494123371496567
11,0.49767357136718815,0.5185006210205838,0.34791826554871824,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.363665477530376,0.489281635662814,0.5049916855710591,0.5146880973084816,0.0,0.6544369879940121,0.5464330209097121
12,0.7304207794306854,0.3328650836363387,0.49063804139088557,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.363665477530376,0.489281635662814,0.5049916855710591,0.5146880973084816,0.0,0.6544369879940121,0.7207985189535295
13,0.5008423475545187,0.6510974334379016,0.18428266048830227,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.7274575886339234,0.3197578734527497
14,0.6313787897051696,0.2533069961859473,0.19104954641185332,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.1622300759299859,0.27296207839151343,0.7331267793046031,0.5146880973084816,0.0,0.7274575886339234,0.494123371496567
15,0.7649143192932504,0.4389425335701924,0.3097776357977942,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.29393783851485633,0.5974414142984674,0.23029840944291913,0.16567396188109373,0.0,0.7274575886339234,0.5464330209097121
16,0.9126901415771489,0.2798263586694114,0.3306934650160429,0.6309830456633327,0.4188869582763597,0.5835962428969839,0.29393783851485633,0.5974414142984674,0.23029840944291913,0.16567396188109373,0.0,0.7274575886339234,0.7207985189535295
17,0.48879554714093587,0.5715393459875102,0.12461103007153404,0.511256821226667,0.4956530602298741,0.5091642558680447,0.7820313116234937,0.7921290158426393,0.31410313775319976,0.793899405650392,1.0,0.28933398479445543,0.3197578734527497
18,0.22043990524693394,0.3593844461198019,0.2790190634180168,0.511256821226667,0.4956530602298741,0.5091642558680447,0.363665477530376,0.489281635662814,0.5049916855710591,0.5146880973084816,1.0,0.28933398479445543,0.494123371496567
19,0.7304207794306854,0.2533069961859473,0.3811375237188779,0.511256821226667,0.4956530602298741,0.5091642558680447,0.363665477530376,0.489281635662814,0.5049916855710591,0.5146880973084816,1.0,0.28933398479445543,0.5464330209097121
20,0.4279552084499407,0.4476274295676843,0.6977023727807831,0.6912472450114009,0.5014359449715364,0.2677513550728128,0.4302115631588233,0.9740465228943425,0.5602137332836995,0.607571635899098,1.0,0.28933398479445543,0.7207985189535295
21,0.31448672871438,0.6713365101728526,0.4337782901526954,0.43970923513915877,0.561911630310034,0.6431394760607974,0.4237871415390086,0.5206739267481151,0.5755849553086344,0.3687951485598192,1.0,0.36235458543436677,0.494123371496567
22,0.27462829534014743,0.6198585037808417,0.512965308635732,0.6757001377564842,0.8099749856252862,0.7166936230004697,0.11648986696365214,0.7409107038557421,0.5123797591563409,0.1773469540485365,1.0,0.36235458543436677,0.5464330209097121
23,0.5786212545403948,0.35383528640517437,0.2927289264554236,0.4688352463632323,0.1642788412840379,0.7198103269609937,0.40758781559778456,0.42518888474270433,0.75786299825407,0.7086557727287057,1.0,0.36235458543436677,0.7207985189535295
24,0.4535924629097704,0.28531884696739773,0.3928581081165215,0.4044063572456474,0.5500630840169749,0.40437793165562885,0.6228916272739972,0.5657306473405743,0.4351873001768545,0.18946394805893246,1.0,0.5083957867141894,0.3197578734527497
25,0.36407055781363273,0.5937031467193341,0.2408583332201812,0.773291231240089,0.44994091769877076,0.7311510822169198,0.4143121164550026,0.4186483732144719,0.6092822808506649,0.6580528836573605,1.0,0.5083957867141894,0.494123371496567
26,0.3001517516306754,0.5016053913895364,0.6085812301798827,0.7732863103087428,0.30580154977178586,0.2548883945606122,0.37563831595045116,0.6406426292027811,0.5022209016703966,0.3139829592847905,1.0,0.5083957867141894,0.5464330209097121
27,0.25678810470297,0.23339509167408146,0.49127405640986166,0.2872734187758977,0.49779848211342803,0.7806845821717037,0.6696374726230976,0.3344568544747988,0.6479750583357556,0.17738779859700554,1.0,0.5083957867141894,0.7207985189535295
28,0.5726531591053657,0.5981833810960957,0.2073826084138313,0.2013865835996571,0.6474534547794828,0.36563634360166786,0.0905928558099373,0.1093405585085705,0.5079457311410353,0.4693811110524404,1.0,0.6544369879940121,0.3197578734527497
29,0.5112434781568345,0.33900547400484893,0.7263052065396419,0.6627586981693268,0.5707661425885493,0.6561486849285936,0.2919149695365717,0.6162905628418915,0.44139022429411556,0.4469104224796795,1.0,0.6544369879940121,0.494123371496567
30,0.49693339968659567,0.25322702878354075,0.6156840507584218,0.4929523332955465,0.7532027003114417,0.5548025919027486,0.31590532923782216,0.3833405786982791,0.7693916814155858,0.4176313221125397,1.0,0.6544369879940121,0.5464330209097121
31,0.5664708001150089,0.07624941173109434,0.4647236236513484,0.29834720716529023,0.5827328271455188,0.48238438889250235,0.44506308836660047,0.23020432509873778,0.8119603610235279,0.6294110288430196,1.0,0.6544369879940121,0.7207985189535295
32,0.3936610082717604,0.33005562524381116,0.32468243186032314,0.13686728929728154,0.6318371442546806,0.7052192052370816,0.35352246648739016,0.5484031231502309,0.2682224822684872,0.524109689429116,1.0,0.7274575886339234,0.3197578734527497
33,0.954864325869671,0.5114439439657588,0.965609481403018,0.6543349668953855,0.7316509863034912,0.5185551912202957,0.5343934743960477,0.42492481952305905,0.05706522518618096,0.6958312977637513,1.0,0.7274575886339234,0.494123371496567
34,0.3979199481836764,0.7982688558029913,0.5714165954625144,0.5022098766803083,0.5876105362324866,0.43984126042728633,0.2150913895267133,0.3689469899439013,0.6242768534379316,0.40251974523794865,1.0,0.7274575886339234,0.5464330209097121
35,0.4448113978471744,0.7807629974174617,0.9471988858503892,0.6529682682535678,0.5244822535666456,0.8640737037891522,0.6094935360338054,0.6929544033889226,0.5486068054512653,0.31890086299881404,1.0,0.7274575886339234,0.7207985189535295
36,0.5217406153695703,0.48774184136042287,0.2789397178767797,0.15893269447225855,0.5878807750531234,0.6630112422755188,0.49334098364922185,0.6033061665375383,0.6696405402514126,0.8324738366936074,0.0,0.5709135822252762,0.6214444278041273
37,0.44411736555296477,0.5613536442253722,0.3215014342829372,0.27129363270971313,0.18328505107595272,0.21304140029460306,0.021735160615186516,0.23985048595767822,0.4065344920654387,0.8454720682002966,0.0,0.4847210723481464,0.8711591073644194
38,0.13555110119888356,0.4811858279074359,0.551911394334311,0.4490820888611609,0.2919348275954776,0.22466022851750678,0.674409764807824,0.49715747488678996,0.4547030812093631,0.06462615504956576,0.0,0.5468337082251702,0.16591476413488532
39,0.4965523550583285,0.7024744649733261,0.23365838694682228,0.29815285484285886,0.052469296282658506,0.26087731413274606,0.43493652299028135,0.2609313685549761,0.4242159995530478,0.8046331691477985,0.0,0.6051991400452147,0.3031134247805018
40,0.7905328909561613,0.34182777152303245,0.5047369930753297,0.732805778841455,0.6470747800230519,0.46259005047032664,0.2016334289915716,0.6595680818371541,0.1632179728897999,0.6132648009628794,0.0,0.5563126989595957,0.08560285690829622
41,0.37573446786812825,0.4743500198538593,0.7091226428229165,0.7777826928035498,0.19635630058238873,0.6605419153372887,0.49875359116105017,0.35758562516485615,0.903968408801285,0.8093372574933725,0.0,0.7495787942372091,0.18435050629570354
42,0.1575026624939175,0.5304644943375099,0.8633007974051222,0.6445538660758137,0.4625728425015725,0.5301456224168986,0.12427323016351925,0.5767340032849759,0.5348507656166662,0.54563769235694,0.0,0.6505589457266567,0.7571466476547593
43,0.33294262240271155,0.5353379038132742,0.4963553239490215,0.3941082859230261,0.2767159223303648,0.12639660614502946,0.15166063851240477,0.6844153260006465,0.5066547780211973,0.7588484101369711,0.0,0.27083238844379687,0.5115210758432152
44,0.7553518439642468,0.5497663889430457,0.7675871659896576,0.5461580785970201,0.44326738359564466,0.6839388391674748,0.5848574736330001,0.29603022466036677,0.2285047197678023,0.4095765826258513,0.0,0.6613274803995761,0.281425372335309
